"SCAC","Trailer ID","Last Location","Last Position Time","Last Event","Last Event Time","Dormant State","Days Dormant","Ext Power","Latitude","Longitude","MSN","Sched Status Report Time","Status Report Interval","Queued Status Report Interval","Emergency Tracking","Reporting Interval","Temp Notification","Low Battery","Depleted Battery","GPS Antenna","Overdue Status","Stale Position","Loaded/Empty","Loaded Time","Cargo Status","Door Status","Aux Status","Trip Status","Monitoring Plan ID","Description","Overrides","Trailer Type","Manufacturer","Model Year","Length","Door Type","Suspension Type","Roof Type","Lift Gate Equipped","Mobile Unit Type","Tractor ID","Tractor SCAC","Connected/Disconnected","Connect Time","Active Geofence","Group Membership","Firmware","Reefer Last Communication Time","Reefer Type","Reefer Model","Enabled for Monitoring","Reefer Mode","Reefer Engine Mode","Reefer Engine State","Reefer Engine Speed","Reefer Operating Status","Reefer Set Point","Reefer Return Temp","Reefer Supply Temp","Reefer Engine Hours","Reefer Battery Voltage","Highest OEM Alarm State","Temp Out-of-Range Alarm","Low Fuel Alarm","Incorrect Set Point Alarm","Reefer OEM Alarm Severity Level","Reefer OEM Alarm Codes"
"BGME","481008","(unknown)","","Chg Trlr Monitoring","09/11/08 16:56:56  EDT","high","118","no",".00000",".00000","0120172447","06 am","","01 00:00:00","off","","no","","","","","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481010","1.03 miles WNW of Hudson, TX","01/08/09 12:14:04  EST","UTT Status Report","01/08/09 12:13:18  EST","low","2","no","29.90916","-95.51750","0120131682","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481011","1.14 miles WNW of Hudson, TX","01/07/09 17:41:28  EST","UTT Status Report","01/07/09 17:40:52  EST","low","1","no","29.90944","-95.51944","0120131537","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","10/22/08 11:14:59  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481012","6.29 miles WSW of Bennett Yard in MCD...","01/05/09 07:23:51  EST","UTT Status Report","01/08/09 07:22:14  EST","high","8","no","33.38583","-84.28888","0120144544","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481013","At UTX in Laredo, TX","01/07/09 14:13:23  EST","UTT Status Report","01/07/09 14:12:33  EST","high","31","no","27.65944","-99.58472","0120131517","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481014","At UTX in Laredo, TX","01/08/09 06:38:12  EST","UTT Status Report","01/08/09 06:37:33  EST","low","2","no","27.65972","-99.58388","0120197281","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","disabled","FRT","Freight","yes","F","TSC","2006","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","TE.03.28.00000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481016","1.64 miles WSW of North Long Beach, CA","01/08/09 12:08:01  EST","UTT Status Report","01/08/09 12:07:17  EST","high","8","no","33.85750","-118.20888","0120138488","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/01/08 12:06:57  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481017","At Bennett Yard in MCDONOUGH, GA","01/08/09 10:30:03  EST","UTT Status Report","01/08/09 10:29:38  EST","high","28","no","33.41944","-84.18444","0120131635","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/08/08 14:29:38  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481018","At HCS Yard in Humble, TX","01/07/09 17:27:21  EST","UTT Status Report","01/07/09 17:26:56  EST","high","46","no","29.93916","-95.26000","0120131352","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","10/01/08 11:43:01  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481019","At Bennett Yard in MCDONOUGH, GA","01/08/09 12:13:18  EST","UTT Status Report","01/08/09 12:12:39  EST","low","2","no","33.41944","-84.18416","0120133739","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/11/08 16:41:19  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481020","3.77 miles SW of Buckingham, TX","10/03/08 10:22:18  EDT","UTT Status Report","10/03/08 10:22:39  EDT","high","97","yes","32.89638","-96.76916","0120131611","05 am","","never","off","","no","","","","medium","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481021","At RMD in DISTRICT 15, MD","05/20/08 20:47:13  EDT","UTT Status Report","01/08/09 10:22:36  EST","high","232","no","39.27583","-76.46000","0120131564","05 am","","never","off","","no","","","","","high","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481022","At UTX in Laredo, TX","01/08/09 08:48:08  EST","UTT Status Report","01/08/09 08:47:42  EST","high","56","no","27.66000","-99.58500","0120131644","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/12/08 18:50:06  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","481023","At HCS Yard in Humble, TX","01/08/09 11:13:01  EST","UTT Status Report","01/08/09 11:12:23  EST","low","0","no","29.93944","-95.26027","0120131660","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","WAB","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48530","At RRT in New Boston, TX","01/08/09 05:35:04  EST","UTT Status Report","01/08/09 05:34:34  EST","low","2","no","33.45527","-94.41027","0120172653","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","UTI","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48560","At RRT in New Boston, TX","01/08/09 06:20:26  EST","UTT Status Report","01/08/09 06:20:02  EST","high","9","no","33.45527","-94.41027","0120200604","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","VAN","RAM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48913","At RRT in New Boston, TX","01/07/09 13:08:51  EST","UTT Status Report","01/07/09 13:08:04  EST","high","115","no","33.45583","-94.41027","0120144410","05 am","","never","off","","no","medium","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TLM","1994","49 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48915","At EPA in EDDYSTONE, PA","01/07/09 15:46:24  EST","UTT Status Report","01/07/09 15:45:41  EST","high","116","no","39.85722","-75.33694","0120130974","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","no","F","TLM","1994","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48919","(unknown)","05/10/07 12:13:29  EDT","UTT Status Report","01/08/09 08:04:07  EST","high","609","no","33.41916","-84.18611","0120131349","05 am","","01 00:00:00","off","","no","","","high","","high","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1994","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48922","(unknown)","05/27/08 16:04:51  EDT","Chg Trlr Monitoring","09/11/08 16:57:05  EDT","high","225","no","29.75833","-93.91305","0120131336","06 am","","01 00:00:00","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48923","At Bennett Yard in MCDONOUGH, GA","01/08/09 11:52:17  EST","UTT Status Report","01/08/09 11:51:46  EST","high","17","no","33.41944","-84.18444","0120133232","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TMB","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48924","2.29 miles SE of Conyers, GA","12/27/08 07:05:00  EST","Battery Needs Charge","12/27/08 07:05:24  EST","high","83","no","33.64277","-83.97694","0120133260","05 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48926","1.11 miles WNW of Hudson, TX","01/08/09 12:25:28  EST","UTT Status Report","01/08/09 12:24:55  EST","high","26","no","29.90944","-95.51888","0120116308","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","no","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48927","3.51 miles NNW of Kilometro 13, TM","10/12/08 14:02:54  EDT","Emer. Tracking on","11/10/08 09:01:28  EST","high","87","no","27.44500","-99.56194","0120144443","","00 00:30:00","never","on","00 00:30:00","no","","","high","medium","high","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48928","At Jackson, MS","01/08/09 10:54:27  EST","UTT Status Report","01/08/09 10:53:51  EST","low","0","no","32.34666","-90.24055","0120133514","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48929","At Bennett Yard in MCDONOUGH, GA","01/08/09 12:31:00  EST","UTT Status Report","01/08/09 12:30:26  EST","high","29","no","33.41916","-84.18388","0120131404","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48931","4.58 miles N of Georgetown, KY","01/07/09 14:49:33  EST","UTT Status Report","01/08/09 05:59:46  EST","low","0","no","38.27916","-84.55194","0120152331","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48932","At Lexington, KY","08/04/08 06:50:29  EDT","Chg Trlr Monitoring","09/11/08 16:57:09  EDT","high","157","no","38.07638","-84.51111","0120171860","05 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48935","At RRT in New Boston, TX","01/08/09 06:17:24  EST","UTT Status Report","01/08/09 06:16:46  EST","high","28","no","33.45583","-94.41000","0120152250","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48936","4.71 miles NNW of H&P Yard in Jacinto...","01/08/09 06:20:11  EST","UTT Status Report","01/08/09 06:19:48  EST","low","1","no","29.81250","-95.23861","0120197760","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/15/08 09:07:12  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48937","5.80 miles NNE of Florence, SC","01/07/09 17:00:51  EST","UTT Status Report","01/07/09 17:00:18  EST","low","0","no","34.26666","-79.73250","0120133504","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48941","4.12 miles NE of TOK in Tulsa, OK","01/07/09 13:27:29  EST","UTT Status Report","01/07/09 13:26:56  EST","high","34","no","36.22416","-95.73694","0120133193","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48942","2.27 miles SE of Conyers, GA","12/31/08 17:56:33  EST","Battery Needs Charge","12/31/08 17:56:57  EST","high","55","no","33.64305","-83.97722","0120131621","05 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48944","At MKY in WINCHESTER, KY","01/07/09 09:39:44  EST","UTT Status Report","01/08/09 05:00:53  EST","low","1","no","38.01722","-84.22250","0120152359","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48945","6.36 miles WSW of Bennett Yard in MCD...","01/07/09 17:28:24  EST","UTT Status Report","01/07/09 17:27:57  EST","low","2","no","33.38694","-84.29083","0120133644","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48947","At HCS Yard in Humble, TX","01/07/09 18:55:55  EST","UTT Status Report","01/07/09 18:55:21  EST","high","86","no","29.94027","-95.26138","0120133518","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48949","7.05 miles SE of UTX in Laredo, TX","08/15/08 22:10:55  EDT","Chg Trlr Monitoring","09/11/08 16:57:14  EDT","high","145","no","27.58805","-99.50277","0120152639","05 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48950","At EPA in EDDYSTONE, PA","08/29/08 11:10:56  EDT","Chg Trlr Monitoring","09/11/08 16:57:15  EDT","high","132","no","39.85805","-75.33555","0120133575","05 am","","never","off","","no","","","","medium","high","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48953","2.76 miles SSW of Auburn, AL","01/07/09 15:25:37  EST","UTT Status Report","01/07/09 15:24:20  EST","low","0","no","32.56805","-85.48916","0120144525","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48954","At EPA in EDDYSTONE, PA","09/06/08 01:08:29  EDT","Chg Trlr Monitoring","09/11/08 16:57:16  EDT","high","124","no","39.85722","-75.33694","0120172090","05 am","","never","off","","no","","","","medium","high","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48955","At ATN in CHATTANOOGA, TN","01/08/09 05:53:04  EST","UTT Status Report","01/08/09 05:52:17  EST","high","22","no","35.02861","-85.29500","0120152341","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48956","At Lexington, KY","01/08/09 05:13:33  EST","UTT Status Report","01/08/09 05:12:38  EST","medium","7","no","38.07722","-84.51111","0120153054","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48957",".55 miles N of Country Club Hills, IL","01/07/09 16:25:59  EST","UTT Status Report","01/07/09 16:25:17  EST","low","0","no","41.57611","-87.71972","0120133281","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48958","(unknown)","01/17/08 15:17:05  EST","Chg Trlr Monitoring","09/11/08 16:57:18  EDT","high","356","no","32.34666","-90.24083","0120152091","05 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48960","At EPA in EDDYSTONE, PA","07/13/08 16:29:30  EDT","Chg Trlr Monitoring","09/11/08 16:57:18  EDT","high","178","no","39.85722","-75.33666","0120133265","05 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TRM","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48961","At UTX in Laredo, TX","01/08/09 02:27:42  EST","UTT Status Report","01/08/09 05:02:50  EST","high","28","no","27.65972","-99.58500","0120152129","05 am","","never","off","","no","medium","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","DOR","1994","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/10/08 16:16:03  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48962","1.91 miles WNW of ATN in CHATTANOOGA, TN","01/07/09 18:46:36  EST","UTT Status Report","01/07/09 18:46:05  EST","medium","5","no","35.04416","-85.32333","0120144420","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","DOR","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48963","At Bennett Yard in MCDONOUGH, GA","01/07/09 08:09:40  EST","UTT Status Report","01/08/09 09:18:21  EST","low","1","no","33.41916","-84.18444","0120138076","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2005","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48964","2.16 miles S of ATN in CHATTANOOGA, TN","01/07/09 14:37:04  EST","UTT Status Report","01/07/09 14:36:38  EST","low","0","no","34.99833","-85.29972","0120131440","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2005","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","48965","At UTX in Laredo, TX","01/08/09 11:01:19  EST","UTT Status Report","01/08/09 11:00:31  EST","high","30","no","27.65972","-99.58500","0120133556","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2005","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
