"SCAC","Trailer ID","Last Location","Last Position Time","Last Event","Last Event Time","Dormant State","Days Dormant","Ext Power","Latitude","Longitude","MSN","Sched Status Report Time","Status Report Interval","Queued Status Report Interval","Emergency Tracking","Reporting Interval","Temp Notification","Low Battery","Depleted Battery","GPS Antenna","Overdue Status","Stale Position","Loaded/Empty","Loaded Time","Cargo Status","Door Status","Aux Status","Trip Status","Monitoring Plan ID","Description","Overrides","Trailer Type","Manufacturer","Model Year","Length","Door Type","Suspension Type","Roof Type","Lift Gate Equipped","Mobile Unit Type","Tractor ID","Tractor SCAC","Connected/Disconnected","Connect Time","Active Geofence","Group Membership","Firmware","Reefer Last Communication Time","Reefer Type","Reefer Model","Enabled for Monitoring","Reefer Mode","Reefer Engine Mode","Reefer Engine State","Reefer Engine Speed","Reefer Operating Status","Reefer Set Point","Reefer Return Temp","Reefer Supply Temp","Reefer Engine Hours","Reefer Battery Voltage","Highest OEM Alarm State","Temp Out-of-Range Alarm","Low Fuel Alarm","Incorrect Set Point Alarm","Reefer OEM Alarm Severity Level","Reefer OEM Alarm Codes"
"BGME","DSO71","1.65 miles ENE of Norwalk, OH","01/08/09 03:30:59  EST","UTT Status Report","01/08/09 03:30:34  EST","high","24","no","41.24750","-82.58444","0120099742","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","no","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO72","1.87 miles WSW of Barclay, TX","01/07/09 05:25:32  EST","UTT Status Report","01/07/09 23:25:08  EST","high","12","no","31.06416","-97.13750","0120197722","","01 00:00:00","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO75","1.25 miles ENE of Anadarko, OK","12/31/08 08:56:03  EST","UTT Status Report","01/08/09 11:15:56  EST","high","8","no","35.08194","-98.22416","0120133747","","01 00:00:00","never","off","","no","","","","","high","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO76","8.97 miles SSW of HCS Yard in Humble, TX","01/08/09 11:00:56  EST","UTT Status Report","01/08/09 10:59:53  EST","high","26","no","29.82611","-95.33333","0120131663","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO77","1.97 miles NE of Jennings, LA","01/08/09 08:30:57  EST","UTT Status Report","01/08/09 08:30:59  EST","low","0","yes","30.24361","-92.63500","0120137940","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","connected","10/04/08 20:20:03  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO78","4.43 miles NNE of Odum, GA","01/08/09 06:32:04  EST","UTT Status Report","01/08/09 12:32:53  EST","high","21","no","31.71972","-81.98694","0120198949","","01 00:00:00","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/26/08 10:21:22  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO79","2.24 miles S of Nederland, TX","12/25/08 18:08:37  EST","UTT Status Report","12/25/08 18:07:36  EST","high","15","yes","29.94166","-93.99027","0120133255","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO80","(unknown)","06/10/08 09:23:59  EDT","Chg Trlr Monitoring","09/11/08 16:53:26  EDT","high","118","no","28.87416","-82.09027","0120131638","06 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO81","2.41 miles WSW of Jersey Village, TX","01/08/09 12:08:49  EST","UTT Status Report","01/08/09 12:07:50  EST","high","8","no","29.87333","-95.59972","0120119950","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO82","2.42 miles S of ATN in CHATTANOOGA, TN","01/06/09 12:52:23  EST","UTT Status Report","01/07/09 12:51:40  EST","high","19","no","34.99472","-85.30055","0120121425","","01 00:00:00","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/19/08 22:14:02  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO83","At Irvington, KY","01/03/09 18:26:25  EST","UTT Status Report","01/03/09 18:25:48  EST","medium","4","no","37.87500","-86.28416","0120133581","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","n/a","HH","Heavy Haul","no","DX","XL","2002","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","09/04/08 19:42:22  EDT","no","ungrouped","TE.02.12.00000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO84","6.54 miles WNW of H&P Yard in Jacinto...","01/07/09 18:46:26  EST","UTT Status Report","01/07/09 18:46:52  EST","low","0","yes","29.77416","-95.30472","0120152713","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DD","","","","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO85","3.14 miles WSW of Haslet, TX","08/13/08 17:17:51  EDT","Chg Trlr Monitoring","09/11/08 16:53:29  EDT","high","118","no","32.95250","-97.39500","0120131721","06 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","DD","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO86","4.80 miles SE of Rex, NC","01/07/09 15:35:12  EST","UTT Status Report","01/07/09 15:34:32  EST","high","14","no","34.81083","-78.98388","0120133566","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DD","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO87","At Bennett Yard in MCDONOUGH, GA","01/08/09 05:54:39  EST","UTT Status Report","01/08/09 05:54:09  EST","low","2","no","33.41916","-84.18527","0120131585","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DD","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/18/08 12:01:08  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO88","1.50 miles SSW of Metter, GA","01/08/09 11:58:25  EST","Omni Position","01/08/09 11:58:25  EST","low","0","no","32.37583","-82.06638","0120156764","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DD","","","","unknown","unknown","unknown","unknown","untethered","207538","BGME","connected","01/08/09 09:39:27  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO89","(unknown)","04/03/08 11:09:37  EDT","Chg Trlr Monitoring","09/11/08 16:53:31  EDT","high","118","no","32.08777","-81.10555","0120133810","06 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","DD","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO90","7.07 miles N of DEFENSE DEPOT HILL in...","01/08/09 09:33:33  EST","UTT Status Report","01/08/09 09:32:53  EST","low","1","no","41.23055","-112.00861","0120198109","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DS","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO91","2.34 miles S of ATN in CHATTANOOGA, TN","01/08/09 08:09:18  EST","UTT Status Report","01/08/09 08:08:42  EST","high","9","no","34.99583","-85.30000","0120133287","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DD","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO93","2.15 miles S of ATN in CHATTANOOGA, TN","01/07/09 12:53:03  EST","UTT Status Report","01/07/09 12:52:19  EST","low","1","no","34.99861","-85.30055","0120133217","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DD","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/22/08 09:09:08  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO94","2.57 miles SSE of Salem, OH","01/08/09 08:57:34  EST","UTT Status Report","01/08/09 08:56:31  EST","high","15","no","40.83722","-80.81833","0120131655","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DD","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO95","At Funston, GA","01/07/09 16:20:57  EST","UTT Status Report","01/07/09 16:20:26  EST","medium","6","no","31.19611","-83.86722","0120133567","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/16/08 12:15:17  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO97","At Bennett Yard in MCDONOUGH, GA","01/07/09 21:44:05  EST","UTT Status Report","01/07/09 21:43:22  EST","high","8","no","33.41944","-84.18472","0120130982","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","TT","Truck Transport","yes","DE","","2006","0 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE04","5.24 miles W of H&P Yard in Jacinto C...","01/08/09 07:24:57  EST","UTT Status Report","01/08/09 07:24:28  EST","low","0","no","29.74888","-95.28527","0120197656","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","FS","GD","1989","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/13/08 22:02:58  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE05","At Bennett Yard in MCDONOUGH, GA","01/07/09 16:31:12  EST","UTT Status Report","01/07/09 16:30:44  EST","high","50","no","33.41916","-84.18388","0120133753","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","FS","GD","1989","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE07","6.20 miles WSW of H&P Yard in Jacinto...","01/07/09 18:03:59  EST","UTT Status Report","01/07/09 18:03:33  EST","low","0","no","29.71750","-95.29250","0120144391","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","F","XL","2006","40 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE08","2.40 miles S of ATN in CHATTANOOGA, TN","01/07/09 20:05:40  EST","UTT Status Report","01/07/09 20:05:14  EST","high","27","no","34.99500","-85.30111","0120133244","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","XL","2006","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/04/08 15:05:52  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE09","At ATN in CHATTANOOGA, TN","01/07/09 21:14:46  EST","UTT Status Report","01/07/09 21:14:06  EST","high","43","no","35.02861","-85.29500","0120171817","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","XL","2006","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/06/08 06:55:28  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE10","2.42 miles S of ATN in CHATTANOOGA, TN","01/07/09 20:24:23  EST","UTT Status Report","01/07/09 20:23:51  EST","high","26","no","34.99472","-85.30055","0120133506","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","FS","TSC","1993","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE11","At ATN in CHATTANOOGA, TN","01/07/09 16:54:13  EST","UTT Status Report","01/07/09 16:53:41  EST","high","15","no","35.02888","-85.29555","0120093081","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","FS","TSC","1993","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE12","At ATN in CHATTANOOGA, TN","01/07/09 19:04:19  EST","Omni Disconnect","01/08/09 09:49:35  EST","high","21","no","35.02861","-85.29500","0120138075","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","FS","GRT","2000","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","01/08/09 09:49:35  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE13","2.40 miles S of ATN in CHATTANOOGA, TN","08/14/08 16:22:00  EDT","Chg Trlr Monitoring","09/11/08 16:53:39  EDT","high","146","no","34.99500","-85.30027","0120133573","","01 00:00:00","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","yes","FS","MAN","1999","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE14","At UTX in Laredo, TX","12/31/08 20:27:24  EST","Battery Needs Charge","12/31/08 20:27:49  EST","high","54","no","27.66000","-99.58500","0120133546","","01 00:00:00","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","F","TSC","1993","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","FE15","At EPA in EDDYSTONE, PA","01/07/09 18:39:35  EST","UTT Status Report","01/07/09 18:39:04  EST","high","22","no","39.85805","-75.33555","0120077230","","01 00:00:00","never","off","","no","medium","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","FS","TSC","1993","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/06/08 18:31:19  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481024","At RRT in New Boston, TX","01/07/09 13:32:44  EST","UTT Status Report","01/07/09 13:32:12  EST","low","0","no","33.45527","-94.40944","0120133266","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481026","At UTX in Laredo, TX","12/27/08 06:19:53  EST","Battery Needs Charge","12/27/08 06:20:15  EST","high","51","no","27.65972","-99.58472","0120198522","05 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481027","3.72 miles ENE of Victorville, CA","09/15/08 10:25:27  EDT","Chg Trlr Monitoring","09/11/08 16:53:42  EDT","high","115","no","34.55861","-117.19444","0120133529","05 am","","never","off","","no","","","","medium","high","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481028","At RRT in New Boston, TX","01/07/09 15:26:13  EST","UTT Status Report","01/07/09 15:25:42  EST","low","2","no","33.45555","-94.40944","0120133242","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481030","At UTX in Laredo, TX","01/04/09 17:30:52  EST","Battery Needs Charge","01/05/09 17:31:37  EST","high","36","no","27.65972","-99.58500","0120133541","05 am","","never","off","","no","medium","medium","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481031","6.37 miles WSW of Bennett Yard in MCD...","01/08/09 06:57:29  EST","UTT Status Report","01/08/09 06:57:03  EST","medium","7","no","33.38666","-84.29083","0120197056","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481032","(unknown)","06/10/08 02:42:03  EDT","Chg Trlr Monitoring","09/11/08 16:53:43  EDT","high","212","no","39.85722","-75.33694","0120131318","05 am","","never","off","","no","","","","medium","high","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481035",".99 miles SE of Sloatsburg, NY","01/08/09 06:33:46  EST","Battery Needs Charge","01/08/09 06:34:07  EST","high","16","no","41.14361","-74.18055","0120171746","05 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/22/08 18:00:21  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481036","3.20 miles WNW of Southern, LA","01/08/09 11:52:30  EST","UTT Status Report","01/08/09 11:52:47  EST","low","0","yes","30.49611","-91.22666","0120133553","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481037","(unknown)","","Chg Trlr Monitoring","09/11/08 16:53:45  EDT","high","118","no",".00000",".00000","0120197048","05 am","","never","off","","no","","","","","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481038","At HCS Yard in Humble, TX","09/04/08 07:43:33  EDT","Chg Trlr Monitoring","09/11/08 16:53:45  EDT","high","126","no","29.93944","-95.25972","0120197603","05 am","","never","off","","no","","","","medium","high","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481039","At EPA in EDDYSTONE, PA","08/26/08 07:30:48  EDT","Chg Trlr Monitoring","09/11/08 16:53:46  EDT","high","135","no","39.85722","-75.33694","0120152161","05 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481040","At UTX in Laredo, TX","01/07/09 15:10:17  EST","UTT Status Report","01/07/09 15:09:38  EST","high","10","no","27.65972","-99.58500","0120133243","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481043",".86 miles ESE of Blue Ball, PA","12/17/08 03:19:45  EST","UTT Status Report","12/18/08 09:21:35  EST","high","22","no","40.11583","-76.03138","0120133239","05 am","","never","off","","no","","","","","high","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
